Código Plan;Plan;Cohorte;Sede;RUN;DV;Nombres;Apellido Paterno;Apellido Materno;Número de alumno;Periodo Asignatura;Código Asignatura;Asignatura;Convocatoria;Calificación;Nota
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2008-01;Hogwarts;22444929;7;ESCARLETH;MATTOS;ALBASINI;476107;2012-02;WH14413; examen de Transformaciones;DIC;B;5,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;9461419;6;IDA;NORMANDIN;DUCHENS;416172;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;9461419;6;IDA;NORMANDIN;DUCHENS;416172;2014-02;WH14413; examen de Transformaciones;DIC;M;2,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;19171244;1;DELPILA;CARTAGENA;MERCADO;624163;2015-02;WH14413; examen de Transformaciones;DIC;B;5,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;21999291;7;SIMONE;LEMA;DURÁN;480164;2013-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;11767162;2;ELESMA;MATURANA;CANIO;450176;2015-02;WH14413; examen de Transformaciones;DIC;B;5,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;24781685;8;ORIELLE;VILLAGRAN;LAFUENTE;586171;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;22036815;K;DELACRUZ;LIZAMA;OSSANDON;623160;2015-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;21996901;9;ELIZABE;CATALDO;BERTOLONE;568181;2013-02;WH14413; examen de Transformaciones;DIC;B;5,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;12235492;3;YULISA;COOPMAN;CONTARDO;512154;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;7922233;7;CHERRI;MUJICA;ANDUEZA;629168;2013-02;WH14413; examen de Transformaciones;DIC;B;5,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;8642690;7;NAZARET;BALDOVINO;BOWEN;455156;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;17934514;K;JESABEL;EYZAGUIRRE;MELENDEZ;540177;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;19802299;6;SIDNEY;LLEDO;SUAZO;587173;2015-02;WH14413; examen de Transformaciones;DIC;B;5,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;19802299;6;SIDNEY;LLEDO;SUAZO;587173;2014-02;WH14413; examen de Transformaciones;DIC;M;2,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;21264291;1;TITO;STOWHAS;OVANDO;571175;2015-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;18637556;9;LUZAMALIA;SANTIS;BAEZA;479161;2013-02;WH14413; examen de Transformaciones;DIC;B;5,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;6627269;1;KLER;ALCAZAR;TEJEDA;589179;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;15166455;4;DENNISSE;COLIHUINCA;MAFFET;438159;2013-02;WH14413; examen de Transformaciones;DIC;B;5,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2007-01;Hogwarts;22278864;9;DINELLY;NIETO;ALMEIDA;396903;2013-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;15843510;8;NIARUS;DE LA PEÑA;NAVEAS;423166;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;19646555;5;YOVINNA;BEROÍZA;DE LA PEÑA;600169;2014-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;6533114;6;WALTER;GALIANO;CLIFF;468178;2013-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;21013608;K;RUBINA;HUENCHUÑAN;MELLA;625157;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;14203078;7;SARAHY;MANTILLA;JACOB;628162;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;23811372;5;WILLEAMS;CALDERON;CASA;442170;2013-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;5330526;3;CRISTOPHER;DELGADO;MARIHÚAN;561218;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;14196170;0;EMIL;ANTOGNONI;ZURITA;419215;2014-02;WH14413; examen de Transformaciones;DIC;B;5,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;22209985;1;MARIETTA;UBEDA;NORMANDIN;442219;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;21909386;4;SABINO;AQUEA;JOIGNANT;472201;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;19852589;1;MAGALY;HOLLSTEIN;CAZCARRA;635214;2014-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;17304656;8;KIMBERLY;NAGUA;WIEHOFF;647193;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;11456028;9;SARETH;PUIG;GODOY;487211;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;24716036;4;GILBERTO;CORRALES;NORMANDIN;632205;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;10143522;3;RUB;SANTA CRUZ;OTAROLA;392216;2014-02;WH14413; examen de Transformaciones;DIC;B;5,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;13609559;8;THABATTA;GARDEL;ARENA;627209;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;15582527;0;JORJE;PERCHERON;RUGGIERO;466199;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;20714452;4;ALBÁN;MORETTO;FONTALBA;471207;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2009-01;Hogwarts;17520981;K;COSME;DECEBAL-CUZA;BORLANDO;479710;2014-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;17390477;3;SABINO;SCHMITTNER;ROSSEL;522229;2015-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;16044761;6;BETTINA;URRIETA;DE LA BARRA;501227;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;18523724;4;ESPERAN;LINCO;ALBISTUR;513225;2014-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;7048726;8;LIRIANA;LONCÓN;DARUICH;640203;2014-02;WH14413; examen de Transformaciones;DIC;B;5,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;7282578;7;NOEMY;IDE;GABRIELLI;540228;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;16749975;8;PAOLO;VILLASANTE;GOLLERIN;432206;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;18026194;6;KIARA;DUCHENS;SALCEDO;386213;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;17646634;5;JESSE;GHIARDO;SABATTINI;421196;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;11874300;8;YOSELYN;ARANDA;PRIETO;405212;2014-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;23024736;4;URZULA;VILLOUTA;MUSSA;456194;2014-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;4508590;8;GERMAIN;VITAGLIANO;NORAMBUENA;516237;2014-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;22369733;K;EDNA;FARR;LINARES;599210;2015-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;12325549;3;EMELINDA;RENJIFO;CABEZAS;477220;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;23412132;4;KAMILA;FECCI;BERGAMASCO;409268;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;25894665;K;LEBBY;VÉLIZ;HARPER;479269;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;9889975;3;KARYN;BACCELIERE;BINIMELIS;421240;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;14785260;5;TARCILA;FLORES;MONTT;371261;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;25482030;2;LIRIANA;RUZ;LERDO DE TEJADA;617271;2017-02;WH14413; examen de Transformaciones;DIC;SU;4,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;23908998;3;ALDAIR;YANEZ;DAL SANTO;643257;2015-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;20088504;8;GUISELLE;EGNEN;JANS;460993;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;18570024;7;GIGLIOLA;MARZUQA;ASTUDILLO;378251;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;22169232;8;GIULIANO;CELEDON;INFANTE;432249;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;14237779;1;KELLY;SAPAJ;ARRUÉ;536253;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;9584646;K;MICHAEL;COLIHUINCA;VISTOSO;417259;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;4446943;5;JULIANO;CHANDIA;JOFRE;500264;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;16437199;8;PATRICI;LEÓN;EBERLE;572241;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;14814669;1;CAROLI;ZAMBRANO;PANEZ;507258;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;18512630;K;KATIA;0;RIVERAS;480247;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;18338781;0;RONY;SCHMIED;ALCAYAGA;591244;2015-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;11167491;K;ANAYS;ROMANO;BOLADOS;651293;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;17820606;9;VALENTYNA;FABREGA;FRANCKE;414311;2017-02;WH14413; examen de Transformaciones;DIC;B;5,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;17595303;8;ORNELLA;CEPEDA;CHIANG;589289;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;22335375;5;LAURENT;QUIROZ;DEL REAL;463299;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;10401491;2;AYLIN;MILLA;BELLINGHAUSEN;590328;2019-02;WH14413; examen de Transformaciones;DIC;SU;4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;19328757;4;STEFANI;HARO;CAMAGGI;433355;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;16822292;8;LISBETH;FARFÁN;CAVAGNOLA;565315;2017-02;WH14413; examen de Transformaciones;DIC;B;5,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;18585267;9;ORNELLA;ULLOA;DE LUCA;413343;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;24160260;2;THABATTA;TONACA;ZENTENO;590287;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;12286211;7;ALANIZ;FONTEALBA;MANZO;607286;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;13043192;4;JORJE;PIÉROLA;PAREDES;567290;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;11468493;5;ALEJAN.;CERDA;PICHARDO;375342;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;20847242;4;HELLEN;LÉNIZ;DAUD;430322;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;6261459;5;ANICE;HORMAZÁBAL;DOUGNAC;607291;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;11174400;2;NELDYS;BOSTELMANN;COURDURIER;405284;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;21642184;7;AMARA;NUÑEZ;ABDALE;507333;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;12104283;7;RAULANTO;INDA;BOLADOS;586321;2016-02;WH14413; examen de Transformaciones;DIC;B;5,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;9311188;6;DEBORA;VOISIN;JAUFFRET;473340;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;23126738;7;GIANITZA;BARRIE;LLAÑA;395305;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;9431837;3;JANINA;CHANDIA;ROSAS;534318;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;5546550;4;ARTURO;LLANCAO;BUENO;430307;2016-02;WH14413; examen de Transformaciones;DIC;B;5,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;7978850;2;VERONI;JOPIA;GIRALDA;451332;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;17716136;9;ESMILIAN;BART;YEVILAF;582302;2016-02;WH14413; examen de Transformaciones;DIC;B;5,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;25291450;9;ANARELLA;SAFFIE;NASH;648336;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2011-01;Hogwarts;14833414;2;KLER;MAKUC;ALCALDE;480761;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;16221000;2;RENATO;CERDA;VEAS;512341;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;6531944;6;ALEXA;CHAIGNEAU;NALLAR;420285;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;7723457;K;ALMA;BERMEJO;FERRAN;458308;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;23478267;3;GEORGINA;LIPIN;MC-NIVEN;568304;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;21177489;5;ROBINSON;TIZNADO;ALCAYAGA;380324;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;21368502;6;CLARA;FRIZ;PEÑAILILLO;634337;2016-02;WH14413; examen de Transformaciones;DIC;B;5,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;7692007;7;SARELIA;OROSTICA;ARMAS;386339;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;16151555;0;ESPERANZA;MOLINA;TAPIAS;450330;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;19724903;3;GELACIO;BASIC;CALLUPAN;429338;2016-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;9192056;7;JOANNA;ORMENO;CISTERNAS;511283;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;24073948;K;ANASTACIA;DÍAZ;LABBÉ;409411;2018-02;WH14413; examen de Transformaciones;DIC;B;5,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;4584144;6;CHRISTIANS;ECHEVERRIA;LEVICH;424375;2018-02;WH14413; examen de Transformaciones;DIC;B;5,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;23695975;7;BERENICE;RESTOVIC;DEL FIERRO;485389;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;4453945;2;JOSÉBELÉN;FLOR;GARRIGA;470380;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;19653055;4;YERY;FARIÑA;COÑOEPAN;651408;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;20407547;4;GIANELLA;ABALOS;DOGGENWEILER;477399;2018-02;WH14413; examen de Transformaciones;DIC;B;5,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;18458694;8;MARIANELA;PERALES;SALDIA;653391;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;18658541;2;MIRSA;SALAS;MAMANI;380378;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;12771135;7;YARID;RUGGIERO;CHAVEZ;597412;2017-02;WH14413; examen de Transformaciones;DIC;B;5,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;9301476;6;DARWIN;ASCENCIO;DE PIEROLA;637398;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;12773129;2;LISBETH;DUBÓ;SALVADO;489401;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;9548118;9;ERNESTO;UGARTE;LOIS;580402;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;8955212;K;YISMARA;HERNANDEZ;QUILODRAN;558420;2016-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;16745812;0;ROSSIE;CALVILLÁN;COLLIO;414410;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;13265569;0;KATHRYNNA;SEGOVIA;CAYUQUEO;549374;2017-02;WH14413; examen de Transformaciones;DIC;B;5,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;14685492;4;PLUSKAL;CALLE;HENRIQUEZ;492386;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;4138705;8;BRYAN;OSSA;BAGINSKY;499394;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;10868870;K;NIKOLA;HUENCHUÑAN;GRIMBERG;575383;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;22983378;7;TERRY;DEUTELMOSER;ROLDAN;647381;2017-02;WH14413; examen de Transformaciones;DIC;B;5,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;22166883;5;NICCOLE;ROLACK;SEGOVIA;453388;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;20419709;0;KHRISNA;FRANELICH;POL;577407;2017-02;WH14413; examen de Transformaciones;DIC;B;5,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;17281318;K;LUBEN;ANTOGNONI;SAGREDO;573414;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;14540534;6;JOE;LABRA;CORDOVA;647377;2017-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;25121750;4;VAITIARE;PERUSINA;MAIER;620406;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;18505000;3;ATILIANO;LYONS;ZENTENO;500393;2017-02;WH14413; examen de Transformaciones;DIC;B;5,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;22101546;0;MARILEN;CAQUEO;CESPEDES;568400;2017-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;19198607;3;MATTEO;SOLA;HOFFMANN;417452;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11887529;K;CRISTIÁN;INALAF;JADELL;419425;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;14322535;K;MCARIEL;DAL SANTO;VOLTA;421460;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11370089;1;MARISELA;DE FERRARI;ANTOGNINI;439461;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;9114714;2;GERMANIA;ESQUIVEL;BADILLA;625439;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;25869424;5;JOHNNY;CAMPIÑO;MONGE;402467;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;14517484;3;ILIA;PARRAGUEZ;SOBINO;650436;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;6001211;2;IGOR;GIUBERGIA;ABARZA;437435;2018-02;WH14413; examen de Transformaciones;DIC;MB;6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;19615981;5;VERÓNICA;QUIDIANTE;CERPA;378456;2018-02;WH14413; examen de Transformaciones;DIC;SO;7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;17859305;5;LADY;CARPMAN;MESINA;652437;2018-02;WH14413; examen de Transformaciones;DIC;MB;6
