Código Plan;Carrera;Cohorte;Número de alumno;Bloqueo;Causal Bloqueo;RUN;DV;Nombres;;Primer Apellido;Segundo Apellido;Logro;Fecha Logro;Última Carga
HP1;Magia;1992-01;513313;S;BLOQUEO POR NO INSCRIPCION;15018748;6;CARINA;ALESSANDRA;POWELL;RICHTER;INGRESO;1992-01;1996-02
HW1;Magia;2008-02;632831;S;ALUMNO EGRESADO;15331507;9;MASSIEL;AIRY;OLMOS;STUARDO;QUINTO AÑO - EGRESO;2009-02;2009-02
HP1;Magia;1994-01;454011;S;BLOQUEO POR NO INSCRIPCION;18765489;3;MARIELLY;BERNARDITA;CADIZ;GARCES;INGRESO;1994-01;1999-01
HW1;Magia;2001-01;421424;S;BLOQUEO POR NO INSCRIPCION;8021705;0;VALENTÍN;MIRNA;ENAKIHIE;HUENCHUÑAN;INGRESO;2001-01;2001-01
HP1;Magia;1991-01;436570;S;ALUMNO EGRESADO;19044727;0;DENISE;MIHOVIL;COTTET;EPIFANI;QUINTO AÑO- EGRESO;1996-02;1996-02
HP1;Magia;1990-01;518663;S;BLOQUEO POR NO INSCRIPCION;9357022;1;YISLEYM;ENGEL;BASAY;KACHELE;QUINTO AÑO- EGRESO;1996-01;1996-02
HW2;Magia;2010-01;426524;S;ALUMNO CON DEUDA MOROSA;11337854;6;ANNAIS;TANIA;ISLA;ABARZA;INGRESO;2010-01;2010-01
HP1;Magia;1996-01;369809;S;BLOQUEO POR NO INSCRIPCION;17723360;4;JOCSAN;AILYN;VIDAL;DOGGENWEILER;INGRESO;1996-01;1996-01
HP1;Magia;1990-01;643648;S;BLOQUEO POR NO INSCRIPCION;21124018;3;ESCARLETT;BENJAMÍN;SAGREDO;MARZUQA;INGRESO;1990-01;1997-01
HW2;Magia;2013-01;411308;N;Sin Bloqueo;17809690;2;JESSICA;LORNA;HICKS;HIJAZIN;10 SEMESTRE - EGRESO;2018-01;2018-01
HP1;Magia;1997-01;423604;S;ALUMNO EGRESADO;21043581;2;GIOVANA;PRISILA;SANTELICES;STORMESAN;INGRESO;1997-01;2001-01
HW2;Magia;2006-02;647453;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;23639203;6;AGHATA;NAHARA;PONTIGO;LAVIN;INGRESO;2006-02;2007-01
HP1;Magia;1992-01;367505;S;BLOQUEO POR NO INSCRIPCION;17603358;9;MARLOS;EVANS;ODE;BARRUETOS;INGRESO;1992-01;1998-02
HP1;Magia;1995-01;463916;S;BLOQUEO POR NO INSCRIPCION;11542829;6;DARLENE;MARTHA;ATANASSOV;NATIVIA;INGRESO;1995-01;1996-01
HW2;Magia;2006-01;638334;S;BLOQUEO POR NO INSCRIPCION;13488316;6;CAROLIN;INDRY;ESPÍNOLA;ARAUCO;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2015-01;2015-01
HW2;Magia;2009-02;426339;S;ALUMNO CON DEUDA MOROSA;11318937;3;LIBERA;ERMELINDA;BORGOÑO;MERINO;INGRESO;2009-02;2009-02
HW2;Magia;2011-01;612835;S;SUSPENSION DE ESTUDIOS;4903264;2;VICTOR;GIULISSA;CRAIG;HOFMANN;INGRESO;2011-01;
HP1;Magia;1993-01;551283;S;ALUMNO EGRESADO;10555684;7;GEORGEANA;STEFANI;DEPAUX;REVILLA;CUARTO AÑO;2002-01;2002-01
HP1;Magia;1998-01;476282;S;BLOQUEO POR NO INSCRIPCION;6570074;1;MICAL;MARLENNE;JOIGNANT;LEYTON;INGRESO;1998-01;1998-02
HW1;Magia;2004-01;506545;N;Sin Bloqueo;13591032;2;THIARE;ALLAN;BLANCO;RABELO;QUINTO AÑO - EGRESO;2015-01;2015-01
HP1;Magia;1998-01;469421;S;ALUMNO EGRESADO;10230999;0;JEAN;OSMAR;PARRAGUEZ;RUGGIERO;TERCER AÑO;2003-01;2004-01
HP1;Magia;1993-01;466350;S;ALUMNO EGRESADO;11996759;4;GYSSEL;JEAN;CANTILLAN;TAMBORINO;INGRESO;1993-01;1997-02
HP1;Magia;1992-01;430431;S;BLOQUEO POR NO INSCRIPCION;23469870;9;NELLY;HERMIONE;BUNOUT;ZANOTTI;INGRESO;1992-01;1997-02
HP1;Magia;1990-01;534714;S;BLOQUEO POR NO INSCRIPCION;24401968;K;MERICIA;MANDA;ARBUNIC;PITRÓN;INGRESO;1990-01;1994-01
HP1;Magia;1986-01;510651;S;ALUMNO EGRESADO;10262928;8;MIKELA;ESCARLETT;ESCÁRATE;NEGRÓN;QUINTO AÑO- EGRESO;2004-02;2004-02
HG1;Programa Especial de Licenciatura en Hechicería;2019-01;611068;N;Sin Bloqueo;8115280;4;JUANA;DARLHYN;LINCO;ORTEGO;SEGUNDO SEMESTRE - GRADO LICENCIADO;2019-02;2019-02
PH2;Magia;2010-01;564198;N;Sin Bloqueo;5910877;6;RONINIE;LAUTARO;LEDEZMA;ISUIZA;INGRESO;2010-01;2010-02
HW2;Magia;2013-01;481295;N;Sin Bloqueo;19965543;5;MARIA;SHANNEN;LEVIO;IRRIBARRA;INGRESO;2013-01;2013-02
HW2;Magia;2014-01;526421;N;Sin Bloqueo;13606215;2;BORIS;ORIANA;CUELLAR;GUIXE;INGRESO;2014-01;2014-02
HP1;Magia;1992-01;578414;S;BLOQUEO POR NO INSCRIPCION;9117330;8;ARCHIVALDO;OBRIEL;BOSTELMANN;ACUNIS;INGRESO;1992-01;1996-02
HW2;Magia;2005-01;650033;S;BLOQUEO POR NO INSCRIPCION;18328010;0;MARIELA;VINCENT;CIUDAD;PEÑA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2016-02;2016-02
HP2;Magia;2005-01;511175;S;BLOQUEO POR NO INSCRIPCION;12794865;8;CARLITA;EDUARDO;DUBO;SELMAN;1 SEMESTRE;2005-02;2005-02
PH1;Magia;2015-01;639140;N;Sin Bloqueo;10398255;2;LINJA;DAN;LLANCA;HARRISON;3 SEMESTRE;2016-01;2016-02
PH2;Magia;2006-01;541053;S;SUSPENSION DE ESTUDIOS;9847938;9;GILMAR;RONEY;BASAY;BUZADA;INGRESO;2006-01;
PH2;Magia;2006-01;378061;S;SUSPENSION DE ESTUDIOS;5024356;4;PASCALLE;MARCOS;CHACC;VALDEBENITO;INGRESO;2006-01;2006-01
HP1;Magia;1993-01;520324;S;BLOQUEO POR NO INSCRIPCION;19405673;8;BRILLITTE;OSMAR;SCHAFER;SHATS;TERCER AÑO;1996-01;1999-01
HW1;Magia;2001-01;423331;S;ALUMNO EGRESADO;25174845;7;KARECZA;EGON;THOMPSON;BALICH;QUINTO AÑO - EGRESO;2006-01;2006-01
HP1;Magia;1991-01;420531;S;BLOQUEO POR NO INSCRIPCION;23557586;9;MAGALY;ELIAN;CROS;DONCKASTER;INGRESO;1991-01;1997-01
HP1;Magia;1999-01;369174;S;BLOQUEO POR NO INSCRIPCION;7841368;2;HELENA;FIDEL;CHOMALI;RUIZ TAGLE;INGRESO;1999-01;1999-02
HW2;Magia;2008-02;622971;N;Sin Bloqueo;22390474;2;FELIX;ELIANA;MARCEL;ROSERO;1 SEMESTRE;2009-01;2009-02
HW1;Magia;2004-01;429566;S;ALUMNO CON DEUDA MOROSA;10435996;0;MIREYA;VIERA;URBINA;GUAJARDO;INGRESO;2004-01;2005-01
HP1;Magia;1994-01;386095;S;ALUMNO LICENCIADO;25864322;7;MYRTHA;MELANNIE;CAROZZI;SAFFIE;QUINTO AÑO- EGRESO;2000-01;2000-01
HP1;Magia;1993-01;599272;S;BLOQUEO POR NO INSCRIPCION;11175122;1;PABLO;TRISTAN;SARTORIUS;GIANNINI;INGRESO;1993-01;1996-02
HW1;Magia;2000-01;508387;S;BLOQUEO POR NO INSCRIPCION;12590833;8;FABRIZZIO;GLEN;SANTIBAÑEZ;AGUERO;INGRESO;2000-01;2000-02
HP1;Magia;1991-01;462556;S;BLOQUEO POR NO INSCRIPCION;19747379;K;IVICA;KAREN;LORCA;TRABUCCO;INGRESO;1991-01;1996-02
HP1;Magia;1992-01;593447;S;BLOQUEO POR NO INSCRIPCION;21690226;8;GRISEL;GEORGE;TARIFEÑO;PORTIÑO;INGRESO;1992-01;1996-02
HP1;Magia;1994-01;371045;S;BLOQUEO POR NO INSCRIPCION;13429989;K;MAXWELL;SHAJAR;CATENA;ASSEF;INGRESO;1994-01;1996-01
HP1;Magia;1993-01;420343;S;BLOQUEO POR NO INSCRIPCION;19934299;9;CRISTI;AYLEEN;MARCEL;ZAROR;INGRESO;1993-01;1998-02
HP1;Magia;1995-01;584967;S;ALUMNO EGRESADO;18062126;K;YOCELYN;PRISCILA;ITER;HUMAÑA;INGRESO;1995-01;1999-02
HP1;Magia;1996-01;522855;S;ALUMNO EGRESADO;19515783;9;DENNISE;DIVA;LANTADILLA;SAGUA;INGRESO;1996-01;2002-01
HP1;Magia;1991-01;536574;S;BLOQUEO POR NO INSCRIPCION;13695060;4;THABATTA;SOLANO;VODANOVIC;NARVAEZ;INGRESO;1991-01;1997-01
HP1;Magia;1996-01;510703;S;ALUMNO CON DEUDA MOROSA;19195116;5;JUANITA;ISIDORA;ALVEAL;GROLLMUS;QUINTO AÑO- EGRESO;1999-02;1999-02
HW2;Magia;2006-01;442342;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;16376349;5;IGOR;SOLED;DALANNAIS;FONTECILLA;INGRESO;2006-01;2006-01
HP1;Magia;1989-01;606866;N;Sin Bloqueo;21409544;9;YASMINE;ARIKI;BLAMEY;CARRIMÁN;INGRESO;1989-01;1993-01
HW2;Magia;2005-01;534108;S;ALUMNO EGRESADO;17923320;6;YESICA;TAHIS;WARNER;BALHARRY;10 SEMESTRE - EGRESO;2009-02;2009-02
HW2;Magia;2015-01;638600;S;ALUMNO EGRESADO;9823778;5;ALIN;SUELI;SALFATE;HUMERES;10 SEMESTRE - EGRESO;2021-02;2021-02
HW1;Magia;2002-01;626324;S;BLOQUEO POR NO INSCRIPCION;23186913;3;ELIZABETH;ALE.;SOTELO;ORÓSTICA;INGRESO;2002-01;2003-01
HW1;Magia;2002-01;445380;S;ALUMNO EGRESADO;23345234;2;ABIGAIL;YISEL;CHÁVEZ;VALLE;QUINTO AÑO - EGRESO;2008-01;2008-01
HP1;Magia;1991-01;628686;S;ALUMNO EGRESADO;18771057;5;YASNA;ANAÍS;CASAS CORDERO;TARRAGO;INGRESO;1991-01;1997-02
PH2;Magia;2013-01;585259;N;Sin Bloqueo;20747566;7;VANESSA;ANGELLI;MAGERKUTE;OLIVERO;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2023-01;2023-01
HW1;Magia;2001-01;572365;S;BLOQUEO POR NO INSCRIPCION;12922603;4;BORIS;AMARO;LAFLOR;LAM;INGRESO;2001-01;2002-01
GH1;Magia;2003-01;435045;S;BLOQUEO POR NO INSCRIPCION;17339352;6;CHRISTOFER;LINA;GALLEGO;ARQUEROS;PRIMER AÑO;2003-02;2004-01
HW2;Magia;2007-01;583569;N;Sin Bloqueo;13433428;3;YAMNA;CATARÍ;BRILLAY;ESPARZA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2019-02;2019-02
PH2;Magia;2010-01;597204;S;ALUMNO LICENCIADO;5050836;6;BÁRBARA;NICOLL;VERNAL;VACCARELLA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2016-01;2016-01
HW1;Magia;2001-01;605356;N;Sin Bloqueo;15453941;2;CASANDRA;KARYN;CICKOVIC;HASENLECHNER;INGRESO;2001-01;2006-01
HP1;Magia;1994-01;469053;S;BLOQUEO POR NO INSCRIPCION;15027680;4;ENRIQUEZ;PIERO;COLIHUINCA;JAULLAC;INGRESO;1994-01;1997-01
HP1;Magia;1998-01;618490;S;ALUMNO EGRESADO;4526864;3;ANGELINA;KARECZA;CONSTENLA;PEREDA;INGRESO;1998-01;1999-01
HP1;Magia;1991-01;446621;S;BLOQUEO POR NO INSCRIPCION;23338582;9;MAIKEL;KIMIE;ELGUETA;MADARIAGA;INGRESO;1991-01;1996-02
HP1;Magia;1996-01;541623;S;ALUMNO EGRESADO;18042528;2;CHRISTOFHER;AMARU;ARAUCO;ALCANTARA;INGRESO;1996-01;2001-01
HW1;Magia;2001-01;639352;S;BLOQUEO POR NO INSCRIPCION;4407584;1;BETSABÉ;NILIMA;HOLMES;AZÚA;INGRESO;2001-01;2001-01
HP1;Magia;1991-01;503541;S;BLOQUEO POR NO INSCRIPCION;6795272;6;DANILO;NAYABETH;HUALA;VILLASECA;INGRESO;1991-01;1997-02
HP1;Magia;1994-01;544133;S;ALUMNO EGRESADO;22092569;6;CLAUDIO;CARLOS;BELMAR;HAMASAKI;INGRESO;1994-01;1999-02
HP1;Magia;1995-01;638950;S;ALUMNO EGRESADO;17442246;4;MARIEL;ADELINA;VIOLLIER;CATRIL;INGRESO;1995-01;2001-01
HP1;Magia;1993-01;472340;S;BLOQUEO POR NO INSCRIPCION;21116034;5;ISAAC;LOREN;INALAF;GORTARIS;INGRESO;1993-01;1996-01
HP1;Magia;1992-01;379412;S;BLOQUEO POR NO INSCRIPCION;18728282;9;BERNARDITA;ISIDORA;LANGER;KRAEMER;INGRESO;1992-01;1996-02
HP1;Magia;1994-01;406168;S;ALUMNO EGRESADO;18793161;4;JOSELUIS;NATANIEL;CLAVERÍA;ANTIHUENO;QUINTO AÑO- EGRESO;2004-01;2004-01
HW2;Magia;2020-01;440121;N;Sin Bloqueo;25677259;7;SCARLETT;ISABELLA;POWELL;TAGLE;5 SEMESTRE;2024-01;2024-02
HP1;Magia;1998-01;578304;S;ALUMNO CON DEUDA MOROSA;6758977;K;SOLANO;PAULETTE;HAYVAR;MANQUIÁN;SEGUNDO AÑO;2001-01;2001-01
HP1;Magia;1996-01;499700;S;BLOQUEO POR NO INSCRIPCION;10553954;0;ALEX;PALMENIA;CHINGA;CORTÉS-MONROY;INGRESO;1996-01;1998-02
HP1;Magia;1995-01;419928;S;BLOQUEO POR NO INSCRIPCION;8316896;6;JENSON;PIERANNA;VILLAZÓN;DANERI;INGRESO;1995-01;1996-01
HP1;Magia;1993-01;480209;S;BLOQUEO POR NO INSCRIPCION;6353210;3;CHEUQUELEN;RUBY;ARIZTÍA;SANPEZE;INGRESO;1993-01;1997-02
HP1;Magia;1992-01;458734;S;BLOQUEO POR NO INSCRIPCION;10246859;4;CATARY;MORGAN;WATANABE;LAISELLE;INGRESO;1992-01;1994-02
HP1;Magia;1995-01;634891;S;ALUMNO EGRESADO;6985911;0;MARCO;IVANITZA;MILLANAO;PICHARA;INGRESO;1995-01;2001-02
HW1;Magia;2002-01;635322;S;ALUMNO EGRESADO;18055512;5;CINDY;VANNEY;VASQUEZ;GÁLVEZ;QUINTO AÑO - EGRESO;2006-01;2006-01
HW1;Magia;2001-01;392355;S;BLOQUEO POR NO INSCRIPCION;24893962;2;ELIASJOSE;AILEEN;SAA;VALLE;INGRESO;2001-01;2001-02
HW1;Magia;2001-01;366367;S;ALUMNO EGRESADO;7706737;3;KYARA;GEORGETTE;ESPINOSA;GRASSI;QUINTO AÑO - EGRESO;2006-01;2006-01
PH2;Magia;2009-01;517161;S;ALUMNO CON DEUDA MOROSA;16735867;6;JELITT;GIGI;DE BERDUCCY;LASTRA;INGRESO;2009-01;2009-01
HW1;Magia;2001-01;380363;S;ALUMNO EGRESADO;23384102;8;CRISTI;JOCSAN;ZAPATA;RABELO;QUINTO AÑO - EGRESO;2008-02;2008-02
PH2;Magia;2006-01;531050;N;Sin Bloqueo;7347128;2;THEO;SIOMARA;MUNOZ;LANGENBACH;10 SEMESTRE - EGRESO;2016-02;2016-02
HW2;Magia;2022-01;464339;N;Sin Bloqueo;14855002;8;KARIN;ARACE;YEVILAF;UMAÑA;3 SEMESTRE;2023-01;2024-02
HW1;Magia;2004-01;463580;S;ALUMNO EGRESADO;4848489;8;BELEN;ESPERAN;VON BISCHOFFSHA;CADIZ;QUINTO AÑO - EGRESO;2008-02;2008-02
HP1;Magia;1998-01;637187;S;ALUMNO EGRESADO;12931707;0;DEISY;KATHERINNE;NAZAR;NOULIBOS;INGRESO;1998-01;2001-02
PH2;Magia;2004-01;572087;S;ALUMNO CON DEUDA MOROSA;12315805;4;ALBA;DELP.;HANSEN;ZEBALLOS;2 SEMESTRE;2007-02;2010-01
HP1;Magia;1996-01;400737;S;ALUMNO EGRESADO;5839302;4;CRISTHIAN;PAMEL;VALVERDE;LACOSTE;QUINTO AÑO- EGRESO;2004-01;2004-01
HP1;Magia;1991-01;373547;S;BLOQUEO POR NO INSCRIPCION;18924269;9;PIA;EUGENIA;ALBURQUENQUE;VIGORENA;INGRESO;1991-01;1997-02
HP1;Magia;1986-01;603790;S;ALUMNO EGRESADO;8350105;7;MARIELA;ANTARES;VELOZ;STACK;TERCER AÑO;1988-01;1993-01
HP1;Magia;1988-01;429848;S;BLOQUEO POR NO INSCRIPCION;25714471;9;MARYORY;VINCENT;VIZANSKIS;ICETA;INGRESO;1988-01;1991-01
GH3;Magia;2005-01;567022;S;CAMBIO DE PLAN O CARRERA;6440300;7;ALAMIRO;BARHUM;REALE;LAB;INGRESO;2005-01;2005-02
HP2;Magia;2005-01;621675;N;Sin Bloqueo;13485997;7;JUDITH;ÁNGEL;SUKNI;ALCAZAR;10 SEMESTRE - EGRESO;2009-02;2009-02
HP1;Magia;1984-01;573843;S;ALUMNO EGRESADO;4368026;2;DIANE;RONY;URRUTIA;ALARCON;QUINTO AÑO- EGRESO;1990-01;1990-01
HP1;Magia;1993-01;443336;S;ALUMNO EGRESADO;5839900;6;VICKY;BRANDON;ESPÍNOLA;SORIANO;INGRESO;1993-01;2001-01
HP1;Magia;1995-01;636887;S;ALUMNO EGRESADO;6225133;2;ESTHEFANY;MILTON;CANEO;RIQUELME;INGRESO;1995-01;2002-02
HG1;Programa Especial de Licenciatura en Hechicería;2018-01;605005;N;Sin Bloqueo;22772828;0;FREDDY;DOLORES;BELMAR;ORTIZ DE ZÁRATE;SEGUNDO SEMESTRE - GRADO LICENCIADO;2018-02;2018-02
HW1;Magia;2000-01;593404;S;BLOQUEO POR NO INSCRIPCION;21667780;3;JENIFER;CARLITA;ARNES;GALATZAN;INGRESO;2000-01;2000-02
HP1;Magia;1991-01;622677;S;BLOQUEO POR NO INSCRIPCION;9002736;5;ZARINA;LESLIA;LIBUY;BAGINSKY;INGRESO;1991-01;1996-02
HP1;Magia;1992-01;505390;S;BLOQUEO POR NO INSCRIPCION;12201724;5;NACOR;MATTHIAS;LARA;SANPEZE;INGRESO;1992-01;1996-02
PH2;Magia;2005-01;559015;S;SUSPENSION DE ESTUDIOS;12692342;6;KAREM;EUGENI;MASÍAS;MENAS;1 SEMESTRE;2006-01;2006-01
HW1;Magia;2002-01;383427;S;BLOQUEO POR NO INSCRIPCION;21722785;5;LIRIANA;DAFNAH;SCHMITTNER;ZAROR;INGRESO;2002-01;2002-02
HP1;Magia;1996-01;523647;S;ALUMNO EGRESADO;9666034;4;JANNIFFER;YERKO;VÁSQUEZ;DEISCHLER;INGRESO;1996-01;2000-02
HW1;Magia;2000-01;507415;S;BLOQUEO POR NO INSCRIPCION;9101621;K;ROGER;HORACIO;URTUBIA;TILLERIA;INGRESO;2000-01;2001-01
HW1;Magia;2000-01;366406;S;BLOQUEO POR NO INSCRIPCION;9631448;8;GRICEL;ANGGELA;DINAMARCA;ASTABURUAGA;INGRESO;2000-01;2000-02
HP1;Magia;1983-01;499461;S;ALUMNO EGRESADO;14226162;6;GEMMA;MARGGORIT;TAMPE;DE UGARTE;QUINTO AÑO- EGRESO;2001-02;2001-02
HW1;Magia;2002-01;543328;S;ALUMNO EGRESADO;23057860;2;SADY;ABDIAS;MUJICA;TABORGA;INGRESO;2002-01;2007-01
PH1;Magia;2007-01;386302;N;Sin Bloqueo;17629681;9;AMADOR;ITANIA;LETELIER;SCHUFFENEGER;INGRESO;2007-01;2007-02
HW1;Magia;2001-01;590423;S;BLOQUEO POR NO INSCRIPCION;15728761;0;YUNG;ZAVKA;PLACENCIA;SUKNI;INGRESO;2001-01;2001-02
HW2;Magia;2010-01;544375;S;ALUMNO CON DEUDA MOROSA;11001020;8;HALLEY;JESSE;RIVERAS;ROCUANT;INGRESO;2010-01;2013-02
HP1;Magia;1992-01;646455;S;ALUMNO EGRESADO;9009892;8;JESSICA;ANIBAL;CUEVAS;OCAYO;INGRESO;1992-01;2000-02
HP1;Magia;1997-01;603478;S;ALUMNO EGRESADO;15304435;3;MARTA;DEMETRI;ZANOTTI;PASSALACQUA;INGRESO;1997-01;2002-01
HP1;Magia;1988-01;418732;S;BLOQUEO POR NO INSCRIPCION;20447894;7;YISMARA;JENSON;MILLAHUINCA;GRATTAROLA;INGRESO;1988-01;1994-02
HP1;Magia;1995-01;606969;S;BLOQUEO POR NO INSCRIPCION;8473912;5;ROBISON;ILICH;MUSSA;HORTA;INGRESO;1995-01;1997-01
HP1;Magia;1997-01;526464;S;BLOQUEO POR NO INSCRIPCION;7156160;1;EDO.;JESSIPEL;REALE;TERRISSE;INGRESO;1997-01;1998-02
HP1;Magia;1995-01;453958;S;ALUMNO EGRESADO;21913230;K;NUBIA;FARA;BRUNA;PEREZ-YOSEF;INGRESO;1995-01;2000-02
HP1;Magia;1991-01;377650;S;CAMBIO DE PLAN O CARRERA;15383394;8;RUBÉN;CRISHMA;GALICIA;COCEVER;INGRESO;1991-01;2003-01
HW1;Magia;1991-01;462615;S;ALUMNO LICENCIADO;16454826;8;DELROCÍO;VITTORIO;NAZAR;FORTE;INGRESO;2004-02;2007-01
HP1;Magia;2000-01;377296;S;BLOQUEO POR NO INSCRIPCION;18768714;1;LESLIA;BERNI;CODOCEO;BUCAREY;INGRESO;2000-01;2001-01
HW1;Magia;2000-01;541414;N;Sin Bloqueo;10006513;3;ADAN;JOSECARO;LLANO;CARVACHO;QUINTO AÑO - EGRESO;2015-01;2015-01
HW2;Magia;2011-02;512918;S;ALUMNO CON DEUDA MOROSA;17147277;4;JORDÁN;ARACELL;MÁRQUEZ;BENITEZ;INGRESO;2011-02;
HP1;Magia;1991-01;436664;S;BLOQUEO POR NO INSCRIPCION;5570119;9;THIARE;MARLEN;FRUTTERO;FALCONI;INGRESO;1991-01;1996-01
HW1;Magia;2001-01;452376;S;ALUMNO CON DEUDA MOROSA;4854121;K;ANTONNELLA;YISEL;CERECEDA;PASSALACQUA;INGRESO;2001-01;
HW2;Magia;2006-02;448454;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;13159419;K;DHAMARI;BENITO;ORELLANA;POLIT;4 SEMESTRE;2013-01;2013-02
HP1;Magia;1998-01;397374;S;BLOQUEO POR NO INSCRIPCION;25764849;9;COVADONGA;ESCARLET;MOLINA;URBANO;INGRESO;1998-01;1998-02
HP1;Magia;2002-01;414101;S;ALUMNO LICENCIADO;13593044;4;PAZ;LIDIA;ARROYO;JANO;SEGUNDO AÑO;2004-01;2006-02
HW1;Magia;2000-01;396405;S;BLOQUEO POR NO INSCRIPCION;5395244;0;LISSETTT;GHISLAINE;MANZUR;TIRADO;INGRESO;2000-01;2000-02
HP1;Magia;1984-01;503872;N;Sin Bloqueo;20726294;9;VICTORIANO;FAVIA;ROVANO;TORRIJO;GRADO;1994-01;1994-01
GH1;Magia;2003-01;435070;S;ALUMNO CON DEUDA MOROSA;7414700;9;ANGEL;YOSELIN;GALAZ;VÁSQUEZ;INGRESO;2003-01;2003-02
PH2;Magia;2008-01;581119;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;19765501;0;KEVINN;LEONA;GEHL;ESCOBEDO;4 SEMESTRE;2015-01;2015-02
HP1;Magia;1991-01;367662;S;BLOQUEO POR NO INSCRIPCION;15199121;4;JAIM;DELFIN;PEZOA;ESTROZ;INGRESO;1991-01;1996-02
HW1;Magia;2000-01;510408;S;ALUMNO CON DEUDA MOROSA;21065308;5;ARACELLY;MATHIAS;TAVRA;TONOLLI;INGRESO;2000-01;2004-01
HW1;Magia;2000-01;569383;S;ALUMNO EGRESADO;17105736;K;ISIDRO;MAURIC;DE RUYT;ALBORNOZ;INGRESO;2000-01;2005-02
HP1;Magia;1989-01;562832;S;BLOQUEO POR NO INSCRIPCION;22512217;3;ANDY;ELINOR;BLANCO;MALUENDA;INGRESO;1989-01;1995-01
HW1;Magia;2001-01;585372;S;BLOQUEO POR NO INSCRIPCION;15341347;K;NICHOLAS;ALEXANDER;HUALA;TURPIE;INGRESO;2001-01;2001-01
HW1;Magia;2004-01;493555;S;CAMBIO DE PLAN O CARRERA;7530448;4;MOISES;KHRISNA;VILLAGRAN;FRUTTERO;INGRESO;2004-01;2004-02
HW2;Magia;2004-01;618422;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;18156778;4;JUANJOSE;LETICIA;LONCON;FRANETOVIC;1 SEMESTRE;2006-01;2006-02
HW1;Magia;2003-01;555347;S;BLOQUEO POR NO INSCRIPCION;13448303;5;GIANITZA;ANGELLI;ORTIZ DE ZÁRATE;MANDUJANO;INGRESO;2003-01;2003-02
HW2;Magia;2012-01;608999;N;Sin Bloqueo;20867508;5;JUAN;ALEX;ANGUITA;MENARES;INGRESO;2012-01;2012-01
GH1;Magia;2003-01;629035;S;BLOQUEO POR NO INSCRIPCION;22477367;7;MERLY;ESPERANZA;DARUICH;HULME;SEGUNDO AÑO;2005-01;2011-02
HP1;Magia;1992-01;463464;S;ALUMNO EGRESADO;4349484;7;JALY;GIORGINA;SABAT;ELIZONDO;QUINTO AÑO- EGRESO;1997-02;1997-02
HW2;Magia;2010-01;590371;S;SUSPENSION DE ESTUDIOS;21575368;9;FAVIA;KATIA;Cavallo;BERNALES;3 SEMESTRE;2011-02;2012-01
HP1;Magia;1993-01;640348;S;BLOQUEO POR NO INSCRIPCION;20805508;9;ELYZABETH;MAYEN;LANGENBACH;FORQUERA;INGRESO;1993-01;1998-01
HP1;Magia;1998-01;482439;S;BLOQUEO POR NO INSCRIPCION;23477540;6;NINA;AFONSO;CELIS;QUILODRÁN;INGRESO;1998-01;1998-02
HP1;Magia;1999-01;583013;S;ALUMNO EGRESADO;19353108;4;ALMENDRA;SIGRID;CARRAMIÑANA;CERONI;INGRESO;1999-01;2001-01
HP1;Magia;1983-01;428853;S;ALUMNO EGRESADO;17778730;1;HERMAN;AVRIL;BATEK;BOLADOS;QUINTO AÑO- EGRESO;1992-01;1993-01
GH1;Magia;2003-01;625046;S;BLOQUEO POR NO INSCRIPCION;25944054;3;STENIO;NOELIA;ESPARZA;CARVAJAL;INGRESO;2003-01;2003-02
HP1;Magia;1992-01;614470;S;BLOQUEO POR NO INSCRIPCION;12421639;9;GEORGIN;MIJAIL;NANCUL;CROS;INGRESO;1992-01;1997-01
HP1;Magia;1992-01;370448;S;ALUMNO EGRESADO;7245689;7;DENISSE;VICKY;OTÁROLA;.;INGRESO;1992-01;1997-02
PH2;Magia;2005-01;525008;N;Sin Bloqueo;22945676;3;CARLOS;MERCEDES;MARILEO;LEBLANC;10 SEMESTRE - EGRESO;2009-02;2009-02
HP1;Magia;1988-01;373641;S;CAMBIO DE PLAN O CARRERA;18044603;3;WILFREDO;YOANA;SOLIMANO;NAPADENSKY;INGRESO;1988-01;1999-02
HW1;Magia;1988-01;471745;N;Sin Bloqueo;5566561;3;JESENIA;ELSA;LIZAMA;ACHURRA;TERCER AÑO;2007-01;
